Entity,Code,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,Mean income or consumption per day,Median income or consumption per day,Threshold income or consumption per day marking the poorest decile,Threshold income or consumption per day marking the richest decile,mld,gini,polarization,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_215,income_gap_ratio_3000,income_gap_ratio_365,income_gap_ratio_4000,income_gap_ratio_685,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_215,poverty_gap_index_3000,poverty_gap_index_365,poverty_gap_index_4000,poverty_gap_index_685,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_215,avg_shortfall_3000,avg_shortfall_365,avg_shortfall_4000,avg_shortfall_685,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_215,total_shortfall_3000,total_shortfall_365,total_shortfall_4000,total_shortfall_685,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,bottom50_share,middle40_share,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Kyrgyzstan,KGZ,2008,0.056688827,3.3092885,22.739788,67.579124,87.72853,98.35127,99.50511,99.8295,3015,176011,1209461,3594331,4666017,5231009,5292378,5309631,3.4176736,8.892019,15.894553,181776,472940,845384,6.4288306,5.4080367,2.795234,10.772236,0.16335462,0.31450686,0.25911912,3.4848003,4.9124646,5.854645,6.7671924,7.80637,8.927361,10.253582,12.006865,14.688192,25.29853,3.4869773,4.038586,4.6589503,5.4080367,6.1098785,7.1140833,8.416573,18.760418,19.377243,22.050041,0.6411705,1.7230287,3.5047572,0.4058281,0.52396417,0.7154846,73769.81,247803.62,604859.25,49.648838,47.94076,69.7908,18.98808,79.16763,23.181694,84.13989,36.979523,0.02814433,42.057724,68.64014,0.62836987,78.77583,5.2714677,83.99642,24.99044,0.49648836,4.794076,13.958159,0.40824372,23.75029,0.84613186,33.655956,2.5330973,1496.9125,22369242.0,73015256.0,71855.38,125695510.0,1023363.44,178700700.0,9104790.0,2.2403193,3.1581404,3.7638521,4.3505135,5.018583,5.7392488,6.591854,7.71901,9.44279,16.263996,28.825472,45.876,1.2035971,4.761874,3.853787,1.991894,1.934735
Kyrgyzstan,KGZ,2009,0.052897375,1.5469307,18.652483,67.58045,86.753624,98.60574,99.58187,99.809425,2848,83276,1004119,3638058,4670208,5308243,5360791,5373041,1.6366303,5.6326814,12.391368,88105,303224,667064,6.5638337,5.457591,3.101696,11.048911,0.14582965,0.29874915,0.24722286,3.8974802,5.2232904,6.0670614,6.918952,7.820821,8.8611355,10.097516,11.850087,14.68371,24.579947,3.7181437,4.239836,4.8300576,5.457591,6.1916904,7.147533,8.508074,18.127262,16.703691,18.044939,0.29667726,0.94086516,2.2360132,0.39572477,0.45580956,0.5908914,34865.332,138212.4,394162.38,47.620747,46.868095,68.835266,18.021618,78.6599,19.3672,83.84327,34.33397,0.02519345,40.659775,67.87552,0.27878222,78.331,3.6124635,83.68349,23.203049,0.4762075,4.6868095,13.767053,0.38746482,23.59797,0.70690286,33.537308,2.3518767,1356.2389,21888376.0,73078856.0,32266.52,126503784.0,709814.6,180197330.0,8556264.0,2.5582414,3.4284809,3.9823182,4.541485,5.1334567,5.8163023,6.627842,7.7782,9.638144,16.13387,29.927605,45.49245,1.1118735,4.304862,3.562216,2.0245032,1.7595506
Kyrgyzstan,KGZ,2010,0.77434385,3.5214179,21.374584,70.51611,88.59404,98.833336,99.685394,99.87871,42185,191843,1164466,3841647,4826515,5384341,5430761,5441292,3.2976377,7.591964,13.72238,179652,413603,747582,6.252797,5.268276,2.8627994,10.475252,0.15614764,0.30133915,0.24039978,3.491525,5.169413,6.189753,7.0706224,7.953077,8.958509,10.185397,11.813411,14.550762,24.61753,3.5531504,4.1535444,4.6769776,5.268276,5.9389205,6.8007746,8.087737,28.25687,23.774849,23.750717,0.9318092,1.8049797,3.2591655,0.59546,0.62626237,0.75075203,106975.58,259023.98,561248.7,45.23159,48.42244,70.1268,27.759428,79.58558,24.23602,84.55134,35.817696,0.35024408,42.8994,69.30865,0.9775238,79.335205,5.1803484,84.448784,25.257244,0.4523159,4.8422437,14.02536,0.59682775,23.875675,0.8846147,33.820538,2.4535122,19080.947,23371162.0,75517320.0,114497.22,129663080.0,1030103.75,184027410.0,9425527.0,2.1831796,3.232329,3.870327,4.421117,4.9728975,5.6015744,6.3687224,7.386686,9.098296,15.392842,29.87439,45.50808,1.1229953,4.5224075,3.659094,1.9883642,1.8402534
Kyrgyzstan,KGZ,2011,0.026686307,1.2577704,19.299618,70.615395,89.710945,98.91535,99.69857,99.9123,1472,69361,1064297,3894156,4947200,5454786,5497977,5509764,1.1984764,4.8218126,11.66553,66091,265904,643307,6.234865,5.337806,3.1101394,10.102802,0.12597099,0.27839863,0.22537223,4.190998,5.469985,6.3379817,7.180884,8.078876,9.069471,10.224092,11.742671,14.215037,23.490005,3.6922693,4.2197657,4.734698,5.337806,6.000874,6.779221,7.934304,13.893828,14.269092,15.959243,0.1665138,0.6880297,1.8617293,0.29665026,0.38082823,0.5111241,19605.912,101263.75,328809.7,29.62095,47.149803,70.022644,13.633174,79.55793,18.14092,84.52083,33.973473,0.007906655,42.29854,69.263145,0.17147401,79.318115,3.5011292,84.4467,23.990498,0.2962095,4.7149806,14.00453,0.29311323,23.867378,0.6621436,33.80833,2.3271828,436.02042,23325952.0,76391710.0,20330.627,131222296.0,704717.44,186275920.0,9062413.0,2.613031,3.410462,3.951646,4.4771843,5.03707,5.654693,6.3745832,7.321397,8.8628845,14.645702,31.258724,45.25127,1.0133805,3.9028163,3.248344,1.892688,1.7162595
Kyrgyzstan,KGZ,2012,0.2172511,2.6298146,19.995129,73.26456,90.742226,99.049644,99.79056,99.92951,12182,147459,1121167,4108090,5088098,5553912,5595456,5603248,2.4904919,5.276782,11.006543,139647,295880,617159,6.0204897,5.1979046,3.0645106,9.743496,0.12537634,0.27357274,0.21412812,4.0092373,5.5961328,6.5360136,7.37049,8.187964,9.112442,10.186825,11.707234,14.162903,23.130758,3.6507924,4.183147,4.6830454,5.197828,5.7846637,6.531604,7.6304865,24.078882,22.32268,20.664179,0.5996832,1.1779203,2.2744122,0.50063896,0.5801558,0.6444626,69912.73,171656.5,397735.88,30.336823,48.192364,70.90538,25.224815,80.17232,20.787254,85.02987,34.473732,0.065908685,43.730824,70.23154,0.663366,80.0044,4.156439,84.96994,25.257025,0.30336824,4.8192363,14.181076,0.54233354,24.051695,0.75873476,34.011948,2.3614504,3695.6318,24520746.0,78760450.0,79971.96,134580210.0,850668.4,190577380.0,9701051.0,2.413757,3.369146,3.9350002,4.4373956,4.9295554,5.4861364,6.1329675,7.0483284,8.526761,13.925849,31.699839,45.169403,0.9837905,3.8825846,3.1794624,1.8745322,1.6961364
Kyrgyzstan,KGZ,2013,0.037624385,2.6200042,24.112553,73.316124,90.39787,99.063354,99.81564,99.926254,2152,149854,1379142,4193389,5170397,5666028,5709056,5715382,1.8166175,5.2790904,12.253061,103903,301943,700826,5.9344797,5.0050035,2.845102,9.823627,0.13514857,0.28815484,0.23881254,3.9838004,5.315499,6.2241426,7.0767508,7.958164,8.979922,10.246177,11.879968,14.489463,23.846113,3.4213812,3.9553652,4.455054,5.0050035,5.6748524,6.5125856,7.663176,13.73126,16.728655,17.750168,0.24944386,0.88312125,2.1749384,0.27490002,0.4186349,0.5330379,28562.936,126403.875,373566.8,60.66873,49.56976,71.35657,14.720421,80.44997,20.755383,85.26053,36.76185,0.022826616,44.810013,70.68821,0.38567626,80.30165,5.004654,85.197655,26.952362,0.6066873,4.956976,14.271313,0.31648907,24.134989,0.75757146,34.10421,2.5181866,1305.5911,25629534.0,80861656.0,47427.152,137788000.0,1044798.6,194918600.0,10559736.0,2.3641784,3.154472,3.6937048,4.199683,4.7227564,5.329117,6.0805726,7.050143,8.5987425,14.151428,30.558357,45.59553,1.0551288,4.1224155,3.4528208,1.9627614,1.7591648
Kyrgyzstan,KGZ,2014,0.03597633,1.0484436,17.601948,70.8131,90.32547,99.13354,99.76238,99.88566,2099,61182,1027162,4132299,5270943,5784938,5821634,5828828,0.9602504,3.4071314,9.6192,56035,198823,561328,6.201909,5.2985845,3.2018726,9.884003,0.11752031,0.26819003,0.2183161,4.3727465,5.6525197,6.5104737,7.2891064,8.103587,9.067718,10.231293,11.75134,14.136174,22.885042,3.7850196,4.2795324,4.7698,5.2985845,5.961037,6.771515,7.876049,18.461514,15.587074,15.317228,0.17727545,0.53107166,1.4733937,0.39127952,0.41294715,0.48695776,21925.348,82103.39,273343.03,13.986066,46.693306,70.037865,17.998894,79.655106,17.082937,84.65625,33.360912,0.0050307177,42.17595,69.431015,0.18870848,79.46583,3.0069306,84.559456,23.6239,0.13986066,4.6693306,14.007573,0.38697624,23.89653,0.6235272,33.8625,2.2852223,293.56754,24611774.0,81032940.0,23675.98,139116850.0,640463.44,197378690.0,9443222.0,2.7119377,3.5056412,4.0377364,4.5206375,5.025771,5.623716,6.345355,7.288074,8.767127,14.193095,31.928434,45.186523,0.96055365,3.6927915,3.0869443,1.8654044,1.6548393
Kyrgyzstan,KGZ,2015,0.09315249,2.1805964,21.07989,73.83235,90.61188,98.70561,99.55167,99.73885,5549,129896,1255708,4398119,5397659,5879795,5930193,5941344,1.7009566,4.5214396,10.7404785,101324,269338,639800,6.099403,5.093955,3.0177073,9.820912,0.13997182,0.28997916,0.22341664,4.0611157,5.4261813,6.3125134,7.114315,7.9232273,8.84699,9.988341,11.487681,14.067379,24.772257,3.5913537,4.0960655,4.585225,5.093955,5.7165527,6.47129,7.628013,18.752253,18.482073,17.784058,0.31896684,0.83565694,1.9100941,0.38209257,0.47073424,0.5435471,38715.145,126786.62,347761.44,18.59221,48.69224,71.19477,18.338852,80.2926,19.71288,85.09027,35.042576,0.017319104,44.120956,70.27324,0.3998965,79.93262,4.155453,84.868065,25.872755,0.1859221,4.869224,14.238954,0.39428532,24.08778,0.7195201,34.036106,2.4004164,1031.6818,26282412.0,83722130.0,51216.086,142845180.0,903507.1,202220220.0,10557317.0,2.477038,3.3096466,3.8502562,4.3393073,4.8326955,5.3961353,6.092292,7.0067997,8.580261,15.109597,30.837353,44.390392,1.081091,4.093857,3.2544284,1.9279543,1.6880215
Kyrgyzstan,KGZ,2016,0.043694444,1.1435105,17.01552,71.25147,89.34559,99.157845,99.82734,99.949104,2656,69520,1034459,4331733,5431765,6028301,6069003,6076406,1.0959096,3.541997,9.274367,66626,215336,563835,6.2206945,5.305892,3.2281656,10.203912,0.11622838,0.2678077,0.21565172,4.3576336,5.685486,6.54094,7.3253646,8.104664,9.003354,10.119293,11.685178,14.267419,22.910667,3.8162181,4.318554,4.7953296,5.305892,5.92049,6.734474,7.9060936,17.152971,15.778754,15.967706,0.18798158,0.5588837,1.4809031,0.3640473,0.41860178,0.50833756,24255.014,90140.03,286618.5,39.88312,47.066437,69.77092,17.576736,79.46573,17.355228,84.51581,33.083397,0.01742406,42.051785,69.183334,0.20099264,79.32852,2.9530835,84.4728,23.572405,0.39883122,4.7066436,13.954184,0.37789986,23.83972,0.6334658,33.806324,2.2662125,1059.2958,25565382.0,84120024.0,26271.598,144683330.0,655294.44,205420960.0,9816628.0,2.7107508,3.536767,4.068919,4.5568857,5.041664,5.6007113,6.294903,7.268992,8.875326,14.252027,32.014088,45.075245,0.9582275,3.7018466,3.1609008,1.9231285,1.6436244
Kyrgyzstan,KGZ,2017,0.014606799,1.2685745,17.344505,70.26256,89.831535,99.10385,99.69602,99.8535,905,78629,1075047,4355014,5567938,6142655,6179359,6189119,1.1996474,3.785613,9.734503,74357,234640,603364,6.263398,5.3345275,3.2246866,10.040142,0.12247895,0.2733501,0.21918404,4.284769,5.6101284,6.452658,7.2395587,8.082349,8.996195,10.164372,11.724087,14.164977,23.280905,3.7867231,4.287375,4.7878437,5.3345275,5.978811,6.817359,7.9327927,18.460518,16.989714,16.58542,0.22146247,0.6431652,1.6145083,0.39391258,0.45316046,0.53085226,29290.156,106329.57,320297.16,35.10738,46.69649,69.80221,18.206121,79.52354,17.682598,84.53325,33.47934,0.005126033,41.948174,69.176674,0.23095885,79.2818,3.066959,84.4094,23.523441,0.35107377,4.669649,13.960441,0.39143163,23.85706,0.6454149,33.813297,2.2933347,317.72177,26000316.0,85754180.0,30777.877,147421340.0,693851.3,209274530.0,9987505.0,2.6837215,3.5138469,4.041557,4.534424,5.062297,5.634675,6.366351,7.343262,8.872089,14.581758,31.669464,45.04963,0.9870179,3.7843628,3.113525,1.8821052,1.6542778
Kyrgyzstan,KGZ,2018,0.015506143,0.73589146,13.215023,66.054985,87.470314,98.58648,99.63292,99.87344,980,46529,835559,4176524,5530573,6233426,6299590,6314798,0.9980303,3.6978045,9.671824,63103,233805,611530,6.6944466,5.669188,3.432844,10.822281,0.12477099,0.27690327,0.22392721,4.3095174,5.5799217,6.366702,7.1443477,8.013691,8.991551,10.1229315,11.689677,14.155398,23.626263,4.001296,4.5169926,5.0667577,5.669188,6.359841,7.24221,8.484425,14.661396,14.820229,15.680699,0.14632411,0.5480236,1.5166093,0.33247283,0.4200933,0.533381,20980.033,98219.914,326178.47,57.194996,44.553185,68.108315,14.693872,78.14205,16.570766,83.44118,31.37739,0.008864917,38.97081,67.14559,0.10813108,77.85521,2.1898293,83.33557,20.726328,0.57194996,4.4553185,13.621663,0.31591827,23.442616,0.604833,33.37647,2.1493511,560.511,24640464.0,84909630.0,14699.361,147678860.0,505373.66,210765660.0,8976817.0,2.8849835,3.7354486,4.2621546,4.7827454,5.3647227,6.019346,6.7767425,7.825592,9.476255,15.816475,31.41418,44.95956,1.0096482,3.8204048,3.15257,1.9089649,1.6514552
Kyrgyzstan,KGZ,2019,0.11567531,0.65906364,11.680725,63.74247,86.39897,97.9204,99.11287,99.457726,7468,42550,754131,4115341,5578090,6321937,6398925,6421190,1.2436742,3.8435113,9.699684,80294,248145,626231,7.092162,5.8372316,3.5245025,11.078084,0.1489384,0.29701224,0.22285438,4.144625,5.441396,6.208205,6.9784603,7.7935495,8.714235,9.833292,11.3366,13.721129,25.828508,4.138318,4.6696877,5.2289853,5.8372316,6.5440373,7.4573936,8.72756,17.590755,16.943176,16.525215,0.21877143,0.65121347,1.6028935,0.4107252,0.49450624,0.578769,32978.77,122709.25,362443.1,49.718323,43.482376,67.52291,24.391008,77.66208,16.905622,83.0079,30.464474,0.05751006,37.56832,66.118706,0.16075051,76.973114,1.9746993,82.55777,19.418806,0.49718323,4.3482375,13.504582,0.5244067,23.298624,0.61705524,33.20316,2.0868163,3712.9644,24254860.0,85375120.0,22313.506,149086140.0,465340.47,213203780.0,8587961.0,2.9394352,3.8591266,4.40296,4.9492373,5.527312,6.1802764,6.97393,8.0401,9.731247,18.317997,30.566236,43.605255,1.1341879,4.1257615,3.1431625,1.8978318,1.656186
Laos,LAO,2002,0.7974664,25.369883,65.33673,91.888824,97.05866,99.514854,99.895134,99.924614,44707,1422261,3662843,5151380,5441207,5578903,5600222,5601875,1.9841942,6.3707433,13.626245,111236,357150,763901,3.7089078,2.967564,1.643061,6.3345704,0.1738833,0.32620108,0.2615027,3.6642113,4.918456,5.771942,6.593719,7.5117707,8.542597,9.772868,11.567431,14.60873,27.048275,1.9965352,2.285901,2.6019049,2.967564,3.3780944,3.894877,4.706512,16.219547,16.123093,18.384651,0.3218275,1.02716,2.5051374,0.19253017,0.23923156,0.3273458,21416.285,85441.555,250059.77,18.591501,66.51028,82.07538,21.229288,87.788,34.614426,90.81911,55.044445,0.14826174,64.553986,81.67719,5.385844,87.69594,22.615932,90.75065,50.57969,0.18591501,6.6510277,16.415075,0.4564297,26.3364,1.2634265,36.327644,3.7705445,8311.702,36189616.0,91578120.0,649162.2,147489680.0,4627733.0,203502910.0,19423508.0,1.3590221,1.82421,2.1407602,2.4455497,2.7860465,3.1683702,3.624667,4.2902536,5.4182434,10.031956,28.460098,44.491627,1.2911901,4.85362,3.855347,2.1346028,1.8061192
Laos,LAO,2007,0.9605848,19.54654,58.47347,88.28031,95.02728,99.1286,99.74212,99.897354,58032,1180875,3532586,5333321,5740929,5988704,6025769,6035147,2.926982,7.449685,14.379152,176829,450061,868695,4.24813,3.250357,1.7620373,7.426296,0.20626813,0.35361034,0.2808979,3.308098,4.644341,5.4992924,6.318368,7.176613,8.193866,9.511833,11.434291,14.661576,29.251722,2.1680236,2.5094664,2.869486,3.2502184,3.7332215,4.3963284,5.416226,19.049921,19.92718,20.828543,0.55758727,1.4845109,2.994969,0.24767618,0.32385224,0.40620115,43796.332,145753.27,352864.9,20.085434,63.89201,79.97453,21.943838,86.23202,32.696163,89.554695,52.32186,0.19293672,60.71484,79.27764,4.289263,86.00965,19.118584,89.462776,46.189903,0.20085433,6.3892007,15.994907,0.47179252,25.869606,1.19341,35.82188,3.5840476,11655.979,36679948.0,95788760.0,557128.0,155884270.0,4215823.5,216190300.0,19114876.0,1.405323,1.9729763,2.336171,2.6841247,3.0487185,3.4808605,4.0407505,4.857435,6.228428,12.426511,26.946712,43.801567,1.479594,5.5219913,4.2146077,2.2848606,1.8445798
Laos,LAO,2012,0.18421896,10.891045,40.494762,78.792076,90.5139,98.35125,99.485504,99.810585,11990,708877,2635724,5128421,5891372,6401489,6475316,6496474,3.949605,9.662565,16.95369,257072,628917,1103482,5.4102516,4.1624613,2.1007988,9.80185,0.21122652,0.35963547,0.29699582,3.1607666,4.4003363,5.314961,6.234785,7.19631,8.266343,9.642525,11.640504,15.1735525,28.969917,2.6345444,3.1202836,3.6211545,4.161948,4.82254,5.691908,7.025059,14.203971,18.428858,21.931467,0.5610007,1.7806994,3.718192,0.23649392,0.38354704,0.5477333,60795.96,241219.25,604413.8,14.548932,56.981094,74.98522,18.875526,82.6068,28.83025,86.7269,45.562595,0.026800888,51.575817,73.7489,2.0557432,82.18179,11.67474,86.56262,35.899715,0.14548932,5.6981096,14.997044,0.40582386,24.782038,1.0523041,34.69076,3.1210377,1744.417,33569684.0,96003410.0,287679.2,160471540.0,2773583.2,225367620.0,16005995.0,1.7100542,2.3806927,2.8755276,3.3731756,3.893385,4.4722996,5.216849,6.297806,8.209274,15.673454,26.30716,44.722923,1.5158886,5.8382316,4.665773,2.3551111,1.9811264
Laos,LAO,2018,0.15797012,7.1383624,32.466476,70.514244,85.75318,96.79186,98.903465,99.45004,11224,507181,2306745,5010041,6092768,6877068,7027097,7065931,3.90772,10.339693,18.358356,277644,734636,1304362,6.5213118,4.7573843,2.3601632,11.704487,0.24714182,0.38802433,0.32819378,2.9546273,4.08579,4.9324164,5.841489,6.8003087,7.943696,9.465243,11.548064,15.181308,31.247059,2.9388232,3.5035758,4.133257,4.7573843,5.6447606,6.778645,8.438931,16.005186,18.428236,21.329195,0.62543845,1.9054238,3.9156885,0.3045713,0.43835104,0.60882705,84562.39,322028.44,794130.8,12.453807,53.091545,71.66487,16.615993,79.83994,26.6702,84.48718,42.539055,0.019673668,45.527683,69.36577,1.1861097,78.96446,8.6588745,84.02254,29.996092,0.12453807,5.3091545,14.332974,0.35724387,23.951982,0.97346234,33.794872,2.9139252,1397.8153,32347448.0,98568840.0,181187.3,168312900.0,2245529.5,238792240.0,14598885.0,1.9268045,2.6644714,3.2165825,3.809417,4.4346933,5.1803317,6.17258,7.5308523,9.900204,20.37718,24.614632,44.13831,1.7540413,6.5945473,4.959185,2.4602778,2.0157013
Latvia,LVA,2002,0.15101159,0.71719414,3.6500156,20.342594,42.74269,84.051865,94.40342,97.26192,3489,16568,84322,469949,987430,1941743,2180882,2246919,6.3159122,12.627013,19.211754,145909,291706,443825,13.785536,11.127304,5.1795087,24.29009,0.21015517,0.35091233,0.29169112,2.7772334,4.3450584,5.4773703,6.477943,7.496979,8.726391,10.143412,12.0111685,15.050401,27.494045,6.795613,8.230932,9.629009,11.127304,12.867028,15.226664,18.18238,27.01433,25.345686,27.63364,1.706207,3.2004051,5.30891,1.2023866,1.4101459,1.8449275,175439.03,411348.03,818824.94,27.435091,32.181416,48.30569,30.62372,60.569904,27.227188,68.80122,27.861359,0.041434575,13.755202,40.60182,0.21962589,57.180054,0.99380046,66.917404,5.6677217,0.2743509,3.2181418,9.661138,0.65841,18.17097,0.9937924,27.520489,1.908503,957.2103,3177689.8,18759446.0,10908.537,39628744.0,83798.56,61836308.0,896899.1,3.828565,5.989896,7.5508485,8.930192,10.334988,12.029797,13.983235,16.558039,20.747784,37.902016,26.574585,45.93137,1.4411687,5.973421,4.6896515,2.182927,2.1483319
Latvia,LVA,2003,0.01518247,0.6044631,3.380172,15.339506,36.528824,77.82516,90.431526,95.77174,347,13830,77337,350961,835763,1780605,2069033,2191214,6.326228,11.25363,17.919718,144741,257478,409995,15.725538,12.073254,5.741947,29.505913,0.22535619,0.36528602,0.31143668,2.6357386,4.2916923,5.33008,6.2591186,7.243178,8.30633,9.835549,12.043899,15.586729,28.467686,7.6135955,9.190648,10.583344,12.067928,14.165816,17.06879,21.10354,28.032923,28.15413,27.975225,1.7734236,3.168362,5.01308,1.3537943,1.6995598,2.026512,195949.55,437599.28,830859.75,7.8135004,30.065104,46.349,19.043037,58.06391,24.071264,65.48226,28.43189,0.0011850253,10.982428,36.07119,0.115109436,52.50809,0.8136521,62.713493,4.361312,0.078135,3.0065103,9.2698,0.40942532,17.419174,0.8786012,26.192904,1.9475845,27.112846,2512730.0,16505852.0,5662.352,36040844.0,67948.38,57394260.0,683526.2,4.1448407,6.748917,8.381838,9.842801,11.390287,13.062151,15.466931,18.939678,24.510971,44.766968,25.759808,45.772507,1.5374118,6.359416,5.13866,2.4449859,2.1017137
Latvia,LVA,2004,0.020288486,0.28444555,2.3962247,15.610406,33.06577,77.84317,91.8663,96.11646,459,6437,54229,353283,748319,1761686,2079047,2175233,7.717964,13.20195,19.893457,174667,298776,450213,15.709411,12.722611,5.5732474,27.911343,0.20709766,0.3495713,0.29743096,2.7251334,4.251616,5.412259,6.5305486,7.5878754,8.8354435,10.259827,12.123538,15.301736,26.972023,7.6424947,9.398299,11.094184,12.722611,14.970333,17.487198,20.884844,21.940805,26.218042,28.329683,1.6933839,3.4612901,5.635751,1.1165774,1.6678098,2.1625652,195029.22,498301.56,973615.0,12.9843025,32.136284,44.58093,19.808027,56.41487,20.262276,64.97954,27.209896,0.0026334396,10.626114,34.70321,0.056339994,51.826267,0.48552528,62.456036,4.247581,0.12984303,3.2136285,8.916185,0.42587262,16.924461,0.73957306,25.991814,1.8638779,59.59795,2404819.2,15707520.0,2741.342,35186750.0,40106.31,56538252.0,658476.4,4.281024,6.6790385,8.50234,10.259107,11.920105,13.879962,16.117582,19.045362,24.038124,42.371456,26.507433,46.520542,1.4256159,6.059234,5.0080934,2.1938376,2.2828004
Latvia,LVA,2005,1.154248,2.3620217,5.1731577,17.26263,37.41175,77.28199,90.64934,95.22147,25841,52881,115817,386476,837574,1730188,2029456,2131817,9.496341,14.088109,19.258474,212604,315404,431159,15.965243,12.07913,5.0053887,29.194502,0.27676767,0.38981482,0.33273402,1.9888812,3.9217453,5.2092066,6.0707216,7.0287457,8.315098,10.014986,12.00026,15.424178,30.026176,7.4437075,9.038841,10.362579,12.07913,14.57981,17.333374,21.362944,36.172775,36.125557,36.324085,3.43509,5.0894,6.9954724,1.7477427,2.1818264,2.63258,371577.06,688156.75,1135060.6,59.72515,33.674953,47.286648,50.582558,58.215614,42.075527,66.04391,36.692204,0.68936855,12.598391,36.544056,1.1947728,52.772057,2.176641,62.887974,6.3340464,0.59725153,3.3674953,9.45733,1.087525,17.464684,1.5357568,26.417564,2.513416,15433.576,2820526.5,16362959.0,57509.414,35443810.0,177866.75,56317412.0,971374.94,3.1752973,6.261162,8.316625,9.692055,11.221563,13.275255,15.989169,19.158709,24.625076,47.937523,24.219301,45.754524,1.7466671,7.6896,5.8326144,2.4169374,2.4132252
Latvia,LVA,2006,0.7468278,1.5533317,2.7278242,9.384601,22.95928,66.37266,85.17992,93.7461,16567,34458,60513,208184,509319,1472382,1889595,2079623,7.7142625,11.068184,17.1461,171130,245532,380362,18.955545,15.004924,7.100804,34.43373,0.23154476,0.35602766,0.32059842,2.3653553,4.465895,5.444637,6.2779336,7.304259,8.711247,10.359137,12.475565,15.798007,26.797962,9.49716,11.0983305,12.788472,15.004924,18.015488,21.470364,26.074486,35.52318,36.609863,33.18213,2.740353,4.05205,5.6894455,2.1320906,2.7466412,2.987372,364864.66,674388.3,1136282.8,66.73232,31.020914,41.533585,54.387604,51.757427,50.646107,59.32171,36.94027,0.4983663,7.1221814,27.566933,0.84480906,44.08694,1.3815396,55.611782,3.4666977,0.66732323,3.1020913,8.306717,1.1693336,15.527228,1.848583,23.728683,2.5304084,11055.544,1579954.1,12230660.0,40292.895,29340172.0,111863.305,49346716.0,526790.56,4.4836597,8.465348,10.320606,11.900166,13.845621,16.512646,19.636309,23.648113,29.945984,50.796997,25.85808,47.343956,1.4443365,6.2354574,4.8492723,2.294829,2.1131303
Latvia,LVA,2007,0.0,0.021305429,0.8294332,6.7533383,17.185137,59.209927,79.95452,90.28291,0,469,18250,148595,378129,1302811,1759259,1986517,7.124992,12.649512,19.742983,156773,278330,434410,22.095917,17.581903,7.8310585,39.558876,0.21874319,0.3604693,0.31179276,2.6651454,4.232114,5.277538,6.254844,7.345482,8.515927,10.22059,12.330875,15.436761,27.720722,10.5904455,12.654432,14.920003,17.57879,20.209475,24.719675,30.07678,25.248335,27.24366,28.13673,1.7989421,3.4461856,5.5550323,1.775655,2.394977,2.9681835,278374.78,666593.94,1289408.6,,28.142826,37.35954,14.100788,47.694527,15.740623,55.46469,24.64041,0.0,4.836385,22.12056,0.0030055877,38.133923,0.13055634,50.075127,1.6640458,,2.8142827,7.471908,0.30316696,14.308357,0.57453275,22.185877,1.687868,0.0,1064161.9,9734484.0,142.1853,25172106.0,10485.223,44072620.0,250808.75,5.888883,9.351243,11.661204,13.820652,16.230516,18.816721,22.58333,27.2462,34.10894,61.251476,25.775124,46.504154,1.5041379,6.257193,5.051536,2.2503753,2.244753
