Code,Year,life_expectancy,gdp_per_capita,health_spending_pct_gdp,DTP3,MCV1,gini,share_below_6_85,neonatal,tuberculosis,hiv_aids,neoplasms,cardiovascular,gdp_log,neonatal_log,tuberculosis_log,hiv_aids_log
CZE,2015,78.58,32746.5,5.917825,97.0,99.0,0.25867432,0.44179553,1.4,0.53,0.16,279.29,465.88,4.515164888696796,0.8754687373538999,0.4252677354043441,0.14842000511827327
CZE,2016,78.9967,33460.086,5.8187237,96.0,98.0,0.25406334,0.7159079,1.61,0.51,0.22,280.43,465.02,4.524527052863,0.9593502213346021,0.412109650826833,0.1988508587451652
CZE,2017,78.9557,35579.258,5.8393865,96.0,97.0,0.2485221,0.51262593,1.62,0.5,0.19,282.89,469.67,4.551196886697155,0.9631743177730056,0.4054651081081644,0.173953307123438
CZE,2018,79.0039,36724.83,6.2232924,97.0,96.0,0.24990341,0.23898517,1.38,0.52,0.19,289.18,484.48,4.5649597941087805,0.8671004876833833,0.41871033485818504,0.173953307123438
CZE,2019,79.2433,37521.227,6.3851624,97.0,92.0,0.25262198,0.2727973,1.23,0.52,0.18,291.03,485.97,4.574277032015561,0.8020015854720274,0.41871033485818504,0.16551443847757338
COD,2004,53.426,604.6236,0.18619445,54.0,57.0,0.4216363,99.702614,93.05,98.21,79.75,42.11,115.13,2.781485094793074,4.54382655574704,4.597238815661811,4.391357962102766
COD,2012,57.2484,773.65466,0.53260946,71.0,69.0,0.42099708,97.378876,72.01,76.51,42.13,39.63,105.09,2.888547145792858,4.290596418067994,4.35040696029342,3.764218810659752
DNK,2000,76.8137,37403.957,6.7353396,97.0,99.0,0.2376632,0.24996004,2.87,0.92,0.66,306.84,387.44,4.572917549055043,1.3532545070416904,0.6523251860396903,0.5068176023684519
DNK,2003,77.3992,37679.652,7.471022,96.0,96.0,0.25631672,0.41275132,2.76,0.85,0.93,310.04,364.15,4.576106883102326,1.324418957401803,0.6151856390902335,0.6575200029167942
DNK,2004,77.7836,39556.914,7.5256267,95.0,96.0,0.24912797,0.40568438,2.78,0.83,0.87,310.09,346.15,4.597222403121088,1.3297240096314962,0.6043159668533296,0.6259384308664953
DNK,2005,78.2243,43031.414,7.6128125,93.0,95.0,0.2518689,0.4622458,2.75,0.77,0.74,309.12,329.31,4.633785617109928,1.3217558399823195,0.5709795465857378,0.5538851132264376
DNK,2006,78.2218,44582.707,7.6898923,93.0,90.0,0.25913078,0.3451112,2.46,0.74,0.59,312.5,319.64,4.649166434702099,1.2412685890696329,0.5538851132264376,0.4637340162321401
DNK,2007,78.348,45687.332,7.8059273,87.0,89.0,0.26184258,0.57334995,2.62,0.73,0.66,314.41,309.6,4.659795797331055,1.2864740258376797,0.5481214085096876,0.5068176023684519
DNK,2008,78.7134,48294.336,7.9914184,88.0,87.0,0.252465,0.7719071,2.57,0.66,0.55,314.63,295.79,4.683896199319087,1.2725655957915476,0.5068176023684519,0.4382549309311553
DNK,2009,78.9565,46005.824,9.015398,89.0,84.0,0.2670156,1.0303972,2.26,0.63,0.71,317.1,286.9,4.662812813658932,1.1817271953786161,0.48858001481867097,0.5364933705145685
DNK,2010,79.2459,48860.055,8.667426,90.0,85.0,0.2719856,0.23805872,2.18,0.61,0.74,317.82,275.62,4.688953951507313,1.1568811967920856,0.4762341789963716,0.5538851132264376
DNK,2011,79.7845,49686.81,8.489216,91.0,87.0,0.27311745,0.6302387,2.12,0.54,0.54,313.2,263.51,4.696241115001336,1.1378330018213911,0.43178241642553783,0.43178241642553783
DNK,2012,80.0807,49100.336,8.600667,94.0,90.0,0.2779075,0.43876114,2.06,0.52,0.61,312.31,256.5,4.691084464066892,1.1184149159642893,0.41871033485818504,0.4762341789963716
DNK,2013,80.3042,47969.64,8.569009,94.0,89.0,0.28543764,0.6419157,2.08,0.5,0.62,311.01,250.67,4.680966459208024,1.1249295969854831,0.4054651081081644,0.4824261492442927
DNK,2014,80.6302,47861.254,8.563679,94.0,90.0,0.2835288,0.68645424,2.2,0.46,0.41,309.01,245.17,4.679984073260822,1.1631508098056809,0.3784364357202451,0.3435897043900769
DNK,2015,80.738,47492.906,8.609555,93.0,91.0,0.28177446,0.42209578,2.13,0.48,0.51,307.18,244.05,4.676628744043002,1.1410330045520618,0.3920420877760237,0.412109650826833
DNK,2016,80.8803,48930.09,8.533851,94.0,94.0,0.28187442,0.5394297,2.06,0.45,0.47,307.71,249.76,4.689576014584124,1.1184149159642893,0.37156355643248307,0.3852624007906449
DNK,2017,81.1112,51671.598,8.435704,98.0,97.0,0.28746662,0.25226042,2.01,0.45,0.45,309.91,254.42,4.713251892779464,1.1019400787607843,0.37156355643248307,0.37156355643248307
DNK,2018,80.99,51931.836,8.447372,97.0,95.0,0.28166336,0.25885963,1.95,0.47,0.43,313.92,258.65,4.715433676929229,1.0818051703517284,0.3852624007906449,0.3576744442718159
DNK,2019,81.4337,54027.15,8.292176,97.0,96.0,0.27723646,0.39046103,1.89,0.46,0.41,317.96,263.65,4.7326120585642,1.0612565021243408,0.3784364357202451,0.3435897043900769
DJI,2002,57.2147,2698.7766,1.2866325,62.0,62.0,0.3999784,82.5471,89.24,58.57,94.27,40.6,71.52,3.4311669359078407,4.502472787749749,4.087152091640596,4.556714965718688
DJI,2012,60.8479,4246.295,1.8901659,81.0,83.0,0.45134252,75.97301,80.48,48.2,111.61,55.55,94.34,3.628010162326864,4.400357591358605,3.8958936234982624,4.723930521708934
DJI,2013,61.2212,4208.9355,1.8073502,82.0,80.0,0.44127074,80.61579,77.78,47.22,109.36,57.17,96.67,3.6241722704359014,4.36665915754276,3.875773872753025,4.703747749349085
DJI,2017,62.7966,4334.2344,1.1444899,76.0,81.0,0.4158799,78.491005,64.27,42.0,89.97,63.42,106.27,3.636912394725797,4.178532512647126,3.7612001156935624,4.510529781833971
DOM,2000,69.4232,8391.977,1.7105132,78.0,85.0,0.515212,41.09847,55.17,8.14,41.05,62.35,141.24,3.923864284910624,4.028382806544341,2.2126603854660587,3.738859386418957
DOM,2001,69.6416,9149.304,1.7034113,72.0,88.0,0.49999225,40.5301,53.39,7.68,41.41,64.52,144.16,3.9613880579510257,3.9961803134348695,2.1610215286722587,3.747384183486499
DOM,2002,69.923,9048.389,1.6795552,82.0,86.0,0.49677518,40.03822,49.2,7.48,41.31,66.94,147.75,3.9565712631068264,3.9160150266976834,2.1377104498038118,3.7450234647319762
DOM,2003,70.2649,8276.985,1.1599065,79.0,83.0,0.5212729,49.01512,46.66,7.89,41.04,70.42,159.47,3.9178721681476056,3.8640924716705958,2.1849270495258133,3.7386215460087504
DOM,2004,70.3305,8504.553,1.1476725,79.0,81.0,0.52056205,57.03209,45.89,8.13,40.02,74.39,174.96,3.9296514919950245,3.847804433101495,2.211565694606877,3.7140597526442347
DOM,2005,70.8752,9431.821,1.3930829,87.0,79.0,0.4996821,48.22122,44.67,7.75,37.18,77.68,184.4,3.974595549990984,3.821441627196908,2.169053700369523,3.6423118182976015
DOM,2006,71.1654,10494.584,1.4017192,89.0,81.0,0.519631,44.951744,43.97,7.41,33.19,79.44,189.31,4.020965228046081,3.805995600782616,2.1294214739848565,3.5319332036512097
DOM,2007,71.371,11406.723,1.6847881,85.0,82.0,0.48859373,44.25771,43.15,7.18,28.89,79.57,193.0,4.057160895300913,3.787592927049969,2.1016921506146558,3.3975239762958465
DOM,2008,71.6577,11560.211,2.1208363,82.0,83.0,0.48109168,45.862045,39.97,7.03,25.13,79.95,197.38,4.0629657610135235,3.7128400915587796,2.0831845279586703,3.263084079532521
DOM,2009,71.871,12149.653,2.330158,82.0,84.0,0.48875841,42.860764,39.12,6.85,23.18,81.04,203.16,4.084563874449785,3.691874963093735,2.060513531794317,3.1855258451866466
DOM,2010,72.0933,13096.969,2.5163875,88.0,85.0,0.473266,43.668392,38.96,6.59,22.09,81.88,207.28,4.117170799557874,3.687878953780353,2.0268315914075385,3.139399623366404
DOM,2011,72.2212,13231.797,2.7252162,84.0,87.0,0.47706905,41.636677,40.07,6.28,20.94,83.4,210.15,4.1216188293868194,3.7152779279684673,1.9851308622085946,3.088311454847084
DOM,2012,72.5142,13328.421,2.7637086,85.0,88.0,0.46133754,41.239254,40.78,6.47,19.84,87.31,220.86,4.124778702181652,3.7324177561284198,2.010894999144726,3.0368742168851663
DOM,2013,72.7127,13388.624,2.77817,83.0,83.0,0.47656393,40.508556,41.16,7.01,19.02,91.89,234.37,4.126735945203621,3.741471904233107,2.080690761080268,2.9967317738870745
DOM,2014,72.8665,13998.327,2.460884,91.0,88.0,0.4428003,34.77146,37.82,7.56,17.9,94.88,244.51,4.146076134386487,3.658935577740864,2.1471001901536506,2.9391619220655967
DOM,2015,72.9531,15161.65,2.3679714,85.0,90.0,0.45181635,30.352533,36.38,7.89,16.34,98.05,253.37,4.1807464669227965,3.6211358020274167,2.1849270495258133,2.853015971352396
DOM,2016,72.9867,16169.959,2.6646678,87.0,85.0,0.45723918,28.730574,34.86,7.83,15.2,99.22,255.18,4.208708918725428,3.5796224681769866,2.178155014615869,2.785011242238338
DOM,2017,73.0629,16557.008,2.6822,84.0,86.0,0.42195615,25.548367,33.35,7.56,14.33,98.86,252.29,4.218981858626988,3.536602018668358,2.1471001901536506,2.7298116928837226
DOM,2018,73.2323,17155.328,2.5400252,87.0,91.0,0.4368666,22.208529,31.86,7.19,13.19,98.85,250.0,4.234399025932168,3.492256112609122,2.102913897864978,2.6525374911719513
DOM,2019,73.5767,17926.738,2.6619985,89.0,96.0,0.41918564,20.191881,30.36,6.89,12.5,99.21,249.13,4.253501271297673,3.445533195482207,2.065596134857783,2.6026896854443837
ECU,2000,72.8394,5510.876,0.96102405,87.0,99.0,0.5637852,75.94445,38.28,10.62,2.77,68.36,90.53,3.7412206390926785,3.670715483486265,2.4527277514237653,1.3270750014599193
ECU,2003,73.9751,6496.728,1.6680541,87.0,99.0,0.5352869,57.76594,32.6,9.3,4.76,80.48,101.82,3.8126946844393887,3.5145260669691587,2.33214389523559,1.7509374747078
ECU,2004,74.2788,7106.095,1.732619,88.0,99.0,0.53931993,58.882515,30.69,8.89,5.34,83.1,104.05,3.85163100919046,3.4560011737028296,2.2915241456346207,1.8468787684491346
ECU,2005,74.5144,7963.3896,1.6827617,92.0,93.0,0.5305848,50.645382,28.43,8.83,6.23,86.92,108.56,3.9010979636216576,3.382014562245381,2.285438934159075,1.9782390361706734
ECU,2006,74.689,8460.081,1.8175664,96.0,97.0,0.52251405,45.835297,26.91,8.24,7.01,89.56,110.15,3.927374521157774,3.328985047548231,2.2235418856535927,2.080690761080268
ECU,2007,74.8445,8832.098,2.0455773,96.0,98.0,0.5336345,44.88314,25.65,7.51,6.6,91.26,110.37,3.9460638792962537,3.2827891506118534,2.1412419425852827,2.028148247292285
ECU,2008,74.983,9664.322,2.0991304,96.0,98.0,0.4979347,42.296562,24.1,7.01,6.72,92.74,110.99,3.9851713915267952,3.2228678461377385,2.080690761080268,2.0438143640366846
ECU,2009,75.1841,9225.989,2.3810701,94.0,97.0,0.4850599,43.151684,22.29,6.62,6.9,93.05,110.35,3.9650129324701506,3.1480240838962494,2.030776369698555,2.066862759472976
ECU,2010,75.4301,9908.478,2.8347752,91.0,95.0,0.48804435,38.754715,21.17,6.22,6.97,93.94,111.37,3.9960069494433688,3.09874002362822,1.9768549529047348,2.075684492802124
ECU,2011,75.7425,10796.917,3.065469,88.0,94.0,0.4587748,34.689377,18.97,5.45,6.41,93.6,110.5,4.033299762798845,2.994231147427724,1.864080130807681,2.0028304393079956
ECU,2012,76.0616,11377.923,3.4377654,87.0,96.0,0.46112326,31.43428,17.69,4.96,6.75,96.73,115.02,4.0560629903573755,2.9279886214674717,1.7850704810772584,2.0476928433652555
ECU,2013,76.3694,12181.178,3.8252864,87.0,97.0,0.46864903,31.225332,16.8,4.61,7.24,97.88,118.32,4.085689289459533,2.8791984572980396,1.724550719534605,2.1090003439213802
ECU,2014,76.6221,12239.398,4.1146975,83.0,85.0,0.4499505,27.602377,15.67,4.52,7.66,97.59,119.4,4.0877600573759105,2.813610696762703,1.7083778602890038,2.1587147225743437
ECU,2015,76.7893,11354.9,4.312522,78.0,84.0,0.45954296,28.798777,15.06,4.41,7.3,96.62,118.17,4.055183313840701,2.7763317085186157,1.6882490928583902,2.1162555148025524
ECU,2016,76.7634,11039.747,4.416072,83.0,86.0,0.45020068,28.164404,14.51,4.31,7.39,98.72,121.55,4.042959120697262,2.7414849771884473,1.6695918352538475,2.127040520479115
ECU,2017,76.9725,11413.081,4.54476,85.0,81.0,0.4467303,27.069906,14.33,4.31,7.3,100.29,124.17,4.0574028995168465,2.7298116928837226,1.6695918352538475,2.1162555148025524
ECU,2018,77.0938,11474.869,4.929901,85.0,83.0,0.45440298,27.849838,13.17,4.28,7.14,101.35,125.11,4.059747736222207,2.6511270537025893,1.6639260977181702,2.096790180014449
ECU,2019,77.2971,11235.628,4.8294086,85.0,83.0,0.45711532,29.713552,12.49,4.24,6.96,101.66,123.78,4.050597351727321,2.6019486702196644,1.6563214983329508,2.0744289998562917
EGY,2004,68.613,5913.924,1.5791299,97.0,97.0,0.31847546,77.74547,23.94,1.37,0.14,47.08,248.81,3.771875739095627,3.2164729402518906,0.8628899551470398,0.1310282624064041
EGY,2008,69.3186,8747.43,1.5361136,97.0,92.0,0.31102437,77.45105,18.8,1.27,0.11,49.07,241.6,3.941880475792227,2.9856819377004897,0.8197798314933114,0.10436001532424277
EGY,2010,69.6638,10419.649,1.3676884,97.0,96.0,0.30191457,70.5671,14.98,1.16,0.11,51.76,245.95,4.01785308941162,2.7713379403381286,0.7701082216960736,0.10436001532424277
EGY,2012,70.0848,13117.716,1.3523018,93.0,93.0,0.28292203,67.76942,9.93,1.16,0.11,52.4,247.97,4.117858224144305,2.391511302188447,0.7701082216960736,0.10436001532424277
EGY,2015,70.4831,12621.582,1.6673297,93.0,92.0,0.31823358,64.458015,7.2,1.09,0.08,53.1,252.46,4.101113793165691,2.1041341542702074,0.7371640659767197,0.07696104113612832
EGY,2017,71.3019,12009.694,1.7446686,94.0,94.0,0.31533954,72.63664,5.74,0.94,0.06,53.32,245.84,4.079531941973723,1.9080599249242156,0.6626879730752367,0.058268908123975775
EGY,2019,71.3575,12059.8955,1.3169854,95.0,95.0,0.31893557,68.76066,4.96,0.83,0.05,53.87,245.34,4.081343544622542,1.7850704810772584,0.6043159668533296,0.04879016416943201
SLV,2000,69.8647,2323.745,3.9431481,99.0,97.0,0.5147437,50.969185,25.26,2.62,9.0,66.48,111.27,3.366188468309919,3.26804686887465,1.2864740258376797,2.302585092994046
SLV,2001,69.5982,2438.77,3.8334186,92.0,95.0,0.5137044,52.398037,22.5,2.31,10.29,67.68,110.77,3.387170844003404,3.1570004211501135,1.1969481893889715,2.4239173781615704
SLV,2002,70.2324,2671.4375,4.0032616,81.0,93.0,0.5187049,52.365704,20.26,2.04,11.36,67.23,107.89,3.426745018038807,3.056827372913802,1.1118575154181303,2.514465452029545
SLV,2003,70.1401,2915.498,3.8891926,94.0,90.0,0.5049769,53.563923,18.57,1.97,12.19,70.03,112.63,3.464712747835862,2.9739977814079848,1.0885619528146082,2.579458966729223
SLV,2004,70.3402,3126.8823,4.016509,90.0,93.0,0.47819686,51.752575,17.27,1.93,12.64,73.41,118.09,3.4951115341298684,2.9052603703899154,1.0750024230289759,2.613006652415316
SLV,2005,70.4403,3658.7615,4.248248,89.0,99.0,0.48484933,51.82212,16.0,1.83,12.32,75.3,120.44,3.5633341004923964,2.833213344056216,1.0402767116551463,2.589266665112243
SLV,2006,70.7732,4014.762,4.5603642,96.0,98.0,0.4569256,50.501144,14.96,1.73,12.81,76.8,122.54,3.603659804869906,2.7700855920216627,1.0043016091968684,2.6253929674212007
SLV,2007,71.1081,4418.236,4.1511297,99.0,99.0,0.45217994,47.218422,13.96,1.65,13.68,77.09,122.82,3.6452489099872802,2.7053799725463312,0.9745596399981308,2.6864860231863696
SLV,2008,71.4236,4903.5405,4.1380577,98.0,95.0,0.46885678,50.921577,13.53,1.56,13.65,75.98,121.49,3.6905097666359237,2.6762154775821916,0.9400072584914712,2.6844403354630764
SLV,2009,71.5756,5222.856,4.1698275,91.0,91.0,0.45825085,50.499928,13.62,1.6,13.23,79.74,129.01,3.717908052015911,2.6823904543216326,0.9555114450274363,2.655352412101761
SLV,2010,71.8478,6049.7974,4.4435306,89.0,92.0,0.4351413,49.13238,13.13,1.48,12.62,76.96,124.01,3.7817408309276224,2.6483001966964363,0.9082585601768908,2.611539300721366
SLV,2011,71.8589,7215.2173,4.867864,89.0,89.0,0.4231836,49.97261,13.17,1.51,11.86,79.46,128.83,3.858249415231288,2.6511270537025893,0.9202827531436926,2.554121718809473
SLV,2012,71.8313,7372.193,4.516792,92.0,93.0,0.41829276,47.123257,13.3,1.39,11.65,76.59,123.5,3.8675966962890103,2.6602595372658615,0.8712933659434192,2.5376572151735295
SLV,2013,71.7711,7369.935,4.8367968,92.0,94.0,0.43358964,42.73408,13.06,1.43,12.1,80.32,132.34,3.8674636575651835,2.643333886382519,0.8878912573524571,2.5726122302071057
SLV,2014,71.7464,7582.2363,4.778221,94.0,95.0,0.41559842,42.720253,11.86,1.59,12.58,85.95,144.35,3.87979731506627,2.554121718809473,0.9516578757114464,2.60859812213055
SLV,2015,71.8143,7584.579,4.906299,91.0,95.0,0.40551943,40.195423,10.85,1.6,12.6,87.46,146.73,3.8799314792491546,2.47232786758114,0.9555114450274363,2.6100697927420065
SLV,2016,72.0248,7707.979,4.9676104,93.0,90.0,0.3997858,38.74195,9.97,1.55,12.53,88.59,146.55,3.8869405227716167,2.395164274287139,0.9360933591703348,2.604909442182697
SLV,2017,72.3108,7942.096,4.5978456,85.0,85.0,0.38007188,36.33067,9.11,1.53,11.96,90.25,149.24,3.8999351322894715,2.3135250330323798,0.9282193027394289,2.561867690924129
SLV,2018,72.5546,7987.9927,4.5290055,81.0,81.0,0.38610572,32.982418,8.39,1.48,11.29,92.19,152.03,3.9024376593094354,2.2396452932201716,0.9082585601768908,2.5087859235779435
SLV,2019,72.5586,8116.269,4.548858,81.0,82.0,0.38778764,28.756779,7.76,1.43,10.93,94.9,155.81,3.9093564325554464,2.1701959049483,0.8878912573524571,2.4790562361098245
EST,2000,71.3298,13010.503,3.9224737,93.0,93.0,0.357844,28.280895,3.44,7.59,0.36,246.17,713.74,4.11429408717662,1.4906543764441333,2.150598735996164,0.3074846997479606
EST,2001,71.4185,13763.808,3.7384424,94.0,95.0,0.36012456,30.768839,3.17,7.71,0.36,257.6,731.39,4.138738605744728,1.4279160358107101,2.1644717908644115,0.3074846997479606
EST,2002,71.8708,14746.476,3.5823162,94.0,95.0,0.35791573,28.89319,2.75,7.1,0.29,257.28,712.32,4.168688248340777,1.3217558399823195,2.0918640616783932,0.25464221837358075
EST,2003,72.1579,15846.114,3.6969993,94.0,95.0,0.34909624,27.346233,2.77,6.42,0.58,258.6,701.39,4.1999227760000615,1.3270750014599193,2.004179057179289,0.4574248470388754
EST,2004,72.6438,16687.523,3.786732,94.0,96.0,0.35378188,20.562168,2.64,6.02,1.47,263.38,686.15,4.2223918772864,1.2919836816486494,1.9487632180377197,0.9042181506398859
EST,2005,73.1971,20291.969,3.7436717,96.0,96.0,0.33448943,7.6142097,2.51,5.24,2.36,267.34,674.1,4.307324190175072,1.2556160374777743,1.8309801823813363,1.2119409739751128
EST,2006,73.4792,22042.734,3.5632844,95.0,96.0,0.33671072,4.5878744,2.38,5.12,3.42,275.52,665.91,4.343265459847407,1.2178757094949273,1.8115620965242347,1.4861396960896067
EST,2007,73.6051,24741.186,3.7411404,95.0,96.0,0.31180158,2.981434,2.39,4.92,2.76,288.65,667.33,4.3934205142466185,1.220829921392359,1.7783364488959144,1.324418957401803
EST,2008,74.412,25228.648,4.354415,95.0,95.0,0.31917077,2.9978955,2.17,4.11,3.07,283.83,633.02,4.40189397735577,1.1537315878891892,1.631199404215613,1.4036429994545037
EST,2009,75.1919,22535.018,5.026101,95.0,95.0,0.3144361,4.0421047,1.87,3.6,3.6,287.14,614.07,4.352857909302827,1.0543120297715298,1.5260563034950494,1.5260563034950494
EST,2010,75.7485,23852.137,4.6538105,94.0,95.0,0.320012,5.7569757,1.65,3.08,3.23,277.52,579.82,4.377527295146834,0.9745596399981308,1.4060969884160703,1.4422019930581866
EST,2011,76.4681,26704.477,4.324625,93.0,94.0,0.32491633,4.708288,1.36,2.94,4.14,286.96,587.25,4.426584076847818,0.8586616190375187,1.3711807233098425,1.6370530794670737
EST,2012,76.5454,28276.275,4.4086843,94.0,94.0,0.3291576,4.1031876,1.29,2.72,3.63,287.76,586.49,4.451422196726769,0.8285518175661483,1.3137236682850553,1.5325568680981427
EST,2013,77.1272,28599.617,4.5115447,94.0,94.0,0.35079786,4.233054,1.06,2.35,3.87,283.78,576.82,4.456360217188473,0.7227059828014898,1.208960345836975,1.5830939370944985
EST,2014,77.1406,29229.885,4.5842443,93.0,93.0,0.34591556,4.0127525,1.07,2.21,3.5,291.98,583.74,4.4658271067031885,0.7275486072772778,1.1662709371419244,1.5040773967762742
EST,2015,77.6563,28516.846,4.7824545,93.0,93.0,0.3267033,2.2936096,1.06,1.98,3.27,287.09,571.29,4.4551014903052835,0.7227059828014898,1.091923300517313,1.4516138272405332
EST,2016,77.8201,29319.807,4.850104,93.0,93.0,0.31196827,1.8272502,0.99,1.98,3.04,295.02,593.53,4.467161107199961,0.688134638736401,1.091923300517313,1.3962446919730587
EST,2017,77.976,30981.602,4.8454695,93.0,93.0,0.30355027,1.3304014,0.91,1.9,2.88,293.15,605.5,4.491103870549463,0.6471032420585385,1.0647107369924282,1.355835153635182
EST,2018,78.1395,32280.738,4.922118,92.0,87.0,0.30321452,1.083287,0.83,1.89,2.72,290.78,614.61,4.508943454973945,0.6043159668533296,1.0612565021243408,1.3137236682850553
EST,2019,78.6693,33852.387,5.008575,91.0,88.0,0.30767542,1.4057721,0.83,1.81,2.56,288.81,618.09,4.5295892970796245,0.6043159668533296,1.0331844833456545,1.269760544863939
SWZ,2000,47.2561,8695.067,2.4108105,84.0,92.0,0.5311352,89.51477,59.92,77.59,620.97,69.42,116.57,3.9392729328158076,4.109561528026961,4.364244464878084,6.432891860064749
SWZ,2009,44.6394,8396.381,4.4614906,88.0,94.0,0.51452607,87.21875,53.66,94.01,742.88,83.07,133.01,3.9240921372047164,4.001132180499922,4.553982149218658,6.611879731501828
SWZ,2016,56.6591,8586.797,2.845983,90.0,89.0,0.54579794,78.13594,40.63,60.37,348.76,80.9,125.36,3.933831195887899,3.728821061206884,4.116921116401006,5.857247204988174
ETH,2004,53.2348,692.32605,1.3252354,40.0,35.0,0.29806852,96.27387,131.52,80.0,125.3,38.66,80.91,2.8403106730218193,4.886733577431695,4.394449154672439,4.838660029356445
ETH,2010,59.73,1155.4794,0.9439637,61.0,64.0,0.33170602,93.99181,106.64,45.93,51.95,33.78,67.89,3.0627622072395537,4.678792325858705,3.8486571298063263,3.9693480720474157
ETH,2015,63.6492,1758.5656,0.96540976,63.0,56.0,0.34993124,90.90907,83.93,32.4,32.47,33.17,65.86,3.2451585734983572,4.441827387791918,3.5085558999826545,3.510649515223235
FJI,2002,65.7482,6544.038,2.201779,93.0,85.0,0.38102055,44.949078,24.01,5.13,1.52,55.12,228.19,3.8158458125371046,3.219275744889528,1.81319474994812,0.9242589015233319
FJI,2008,66.9346,7331.2466,2.2114434,99.0,95.0,0.40375587,39.959873,20.92,4.76,1.33,68.41,243.08,3.8651778280476243,3.087399462079815,1.7509374747078,0.8458682675776092
FJI,2013,67.428,10762.616,1.8716199,99.0,96.0,0.36696598,38.604885,18.55,4.69,1.09,77.26,258.2,4.031917845334037,2.972975286431375,1.7387102481382397,0.7371640659767197
FJI,2019,67.8933,13753.734,2.4952652,99.0,96.0,0.30706868,52.59716,16.4,4.37,0.98,88.53,288.77,4.138420620744022,2.856470206220483,1.6808279085207734,0.6830968447064438
FIN,2000,77.6712,35949.78,5.3710938,99.0,96.0,0.27156627,0.24689937,1.68,2.28,0.21,210.25,434.84,4.555696236997667,0.9858167945227653,1.1878434223960523,0.1906203596086497
FIN,2003,78.5333,36471.54,6.137266,98.0,97.0,0.27686605,0.2380468,1.57,1.86,0.25,216.48,429.89,4.561954101657124,0.9439058989071285,1.0508216248317612,0.22314355131420976
FIN,2004,78.846,38077.883,6.2730827,98.0,97.0,0.27897766,0.16522963,1.66,1.74,0.21,218.2,422.27,4.580672795096484,0.9783261227936076,1.007957920399979,0.1906203596086497
FIN,2005,78.9713,40534.965,6.4486876,97.0,97.0,0.27619594,0.2214034,1.56,1.64,0.17,219.86,419.53,4.607829802360982,0.9400072584914712,0.9707789171582247,0.15700374880966475
FIN,2006,79.3729,41241.23,6.523245,97.0,97.0,0.27999076,0.21561687,1.41,1.54,0.25,222.04,417.3,4.6153316094302665,0.8796267475025636,0.9321640810304452,0.22314355131420976
FIN,2007,79.3907,44680.04,6.355447,99.0,98.0,0.28285572,0.13773082,1.4,1.46,0.3,225.18,419.5,4.650113553247768,0.8754687373538999,0.9001613499442714,0.26236426446749106
FIN,2008,79.695,46203.7,6.5766664,99.0,97.0,0.2783821,0.22568062,1.36,1.37,0.17,227.52,419.28,4.664676755323254,0.8586616190375187,0.8628899551470398,0.15700374880966475
FIN,2009,79.831,42181.793,7.239751,99.0,98.0,0.27455446,0.13711956,1.25,1.31,0.09,231.14,420.48,4.62512503613026,0.8109302162163288,0.8372475245337022,0.08617769624105233
FIN,2010,80.0117,43468.39,7.1804533,99.0,98.0,0.2771409,0.1628851,1.17,1.25,0.21,234.87,424.46,4.638173554912148,0.7747271675523681,0.8109302162163288,0.1906203596086497
FIN,2011,80.3915,44077.234,7.301516,99.0,97.0,0.2764282,0.12074521,1.13,1.21,0.15,237.28,423.81,4.644214333206984,0.7561219797213337,0.7929925155296614,0.13976194237515868
FIN,2012,80.5008,43473.6,7.6498737,99.0,97.0,0.2709663,0.18268447,1.07,1.13,0.17,240.65,425.66,4.638225605118348,0.7275486072772778,0.7561219797213337,0.15700374880966475
FIN,2013,80.8831,41426.906,7.791476,98.0,97.0,0.27193958,0.17253807,0.88,1.05,0.11,244.14,426.8,4.617282498895599,0.6312717768418579,0.7178397931503169,0.10436001532424277
FIN,2014,81.0125,41140.89,7.7814946,98.0,96.0,0.26776975,0.16062139,0.92,1.03,0.09,246.33,427.27,4.614273682543636,0.6523251860396903,0.708035793053696,0.08617769624105233
FIN,2015,81.4178,41660.523,7.577631,97.0,95.0,0.2710204,0.2133345,0.77,0.95,0.11,248.81,428.36,4.619724717714183,0.5709795465857378,0.6678293725756554,0.10436001532424277
FIN,2016,81.2915,42577.58,7.2991805,92.0,94.0,0.27078485,0.21205768,0.76,0.91,0.11,253.06,433.36,4.629180973623828,0.5653138090500605,0.6471032420585385,0.10436001532424277
FIN,2017,81.4976,43827.152,7.1199656,89.0,94.0,0.27383086,0.13520177,0.73,0.96,0.11,255.81,442.27,4.641743250008942,0.5481214085096876,0.6729444732424258,0.10436001532424277
FIN,2018,81.6266,44198.883,7.0984626,91.0,96.0,0.27329773,0.19857396,0.71,0.98,0.11,258.97,450.91,4.645411293940358,0.5364933705145685,0.6830968447064438,0.10436001532424277
FIN,2019,81.8706,44928.516,7.33807,91.0,96.0,0.27737328,0.16076536,0.69,1.0,0.09,262.51,459.69,4.652522073975734,0.5247285289349821,0.6931471805599453,0.08617769624105233
FRA,2000,79.0472,34969.0,6.9707026,97.0,84.0,0.32553056,0.49998862,2.74,3.39,2.14,269.04,270.93,4.543683213072998,1.3190856114264407,1.47932922708708,1.144222799920162
FRA,2001,79.2235,35672.86,7.0616565,97.0,85.0,0.3253329,0.2490527,2.76,3.22,2.04,269.88,267.38,4.552337929423192,1.324418957401803,1.4398351280479205,1.1118575154181303
